# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 1.1517166959847724,3.7342507271753225,4.849724832158028,-4.881321254547383,3.4551500879543187,2.9999999999999307,0.009846736725180145,147.2828370982796,1.9538929231332942,-85.23837836952093
 1.1581101695076,3.756322520660405,4.847844707484418,-4.86882909187689,3.474330508522801,2.9999999999999654,0.009556340308050755,146.73786778304532,1.9067882805804135,-85.93159376807606
 1.164473636500924,3.778412450616443,4.845967749848577,-4.856695307590159,3.493420909502773,2.999999999999965,0.009268903446044334,146.19104492241843,1.8595909493854612,-86.61515510594243
 1.1708072862609442,3.8005194551978305,4.844093918552588,-4.844917309819849,3.5124218587828335,3.0,0.008984292934875104,145.64245486606757,1.812288365612442,-87.28890779542365
 1.1771113017108237,3.822642472558961,4.842223172898537,-4.83349261596339,3.5313339051324713,2.9999999999998943,0.008702377537783405,145.0921842427221,1.7648677377571411,-87.95269792644726
 1.1833858596179752,3.844780440854227,4.840355472188508,-4.82241885114437,3.5501575788539257,3.0,0.008423027752703727,144.54031994649242,1.7173160531295035,-88.60637225393768
 1.1896311308018381,3.866932298238021,4.838490775724585,-4.811693746684175,3.5688933924055144,2.9999999999999645,0.008146117408424773,143.98694912314826,1.6696200626581301,-89.24977818536941
 1.195847280332635,3.8890969828647384,4.8366290428088545,-4.801315138715074,3.587541840997905,3.0,0.007871520790765666,143.43215915635756,1.6217662807589324,-89.88276376839327
 1.2020344677215675,3.9112734328887706,4.834770232743401,-4.791280966834966,3.6061034031647026,3.0,0.00759911548294722,142.87603765388735,1.5737409745263804,-90.50517767839685
 1.2081928471028909,3.9334605864645122,4.832914304830307,-4.781589272865899,3.6245785413086726,3.0,0.00732878068233326,142.3186724337697,1.525530164414637,-91.11686920621176
 1.2143225674082678,3.955657381746355,4.831061218371661,-4.772238199640621,3.6429677022248033,2.9999999999999636,0.007060396937151464,141.760151510434,1.4771196022195665,-91.71768824556739
 1.2204237725337947,3.977862756888693,4.829210932669545,-4.763225989952543,3.661271317601384,3.0,0.006793845837580377,141.20056308080868,1.428494781150013,-92.30748528067116
 1.2264966015000542,4.000075650045919,4.827363407026045,-4.754550985467425,3.679489804500162,2.9999999999998903,0.006529011566850297,140.63999551039365,1.3796409103561833,-92.88611137348343
 1.2325411886055415,4.022294999372427,4.825518600743244,-4.746211625810483,3.6976235658166234,2.999999999999963,0.0062657788557087405,140.07853731930663,1.3305429196372716,-93.4534181509886
 1.238557663573783,4.04451974302261,4.823676473123229,-4.738206447640315,3.7156729907213477,3.0,0.0060040341744692655,139.5162771683046,1.2811854375805567,-94.00925779214133
 1.2445461516944527,4.0667488191508605,4.821836983468083,-4.7305340838669885,3.733638455083357,2.999999999999963,0.005743664213954842,138.9533038447834,1.2315527939260462,-94.55348301471992
 1.250506773958772,4.088981165911572,4.820000091079893,-4.723193262863828,3.751520321876315,3.0000000000000373,0.005484557145020592,138.3897062487569,1.181628994792286,-95.08594706175792
 1.2564396471894657,4.111215721459138,4.8181657552607415,-4.716182807832014,3.769318941568396,3.0,0.0052266028317213345,137.82557337881906,1.1313977270452729,-95.6065036878858
 1.2623448841655251,4.133451423947953,4.816333935312714,-4.7095016361396365,3.7870346524965743,3.0,0.004969691115368204,137.2609943180896,1.0808423331978778,-96.11500714514905
 1.268222593742027,4.155687211532408,4.814504590537895,-4.70314875880711,3.80466778122608,3.0,0.004713712206437052,136.696058220147,1.0299458051909733,-96.61131216853971
 1.2740728809652337,4.177922022366898,4.8126776802383695,-4.6971232800224065,3.8222186428956997,2.999999999999924,0.004458557230309965,136.13085429495015,0.974919974705869,-96.72117540997202
 1.2799183692753464,4.200154794605814,4.810853163716223,-4.691424396706968,3.8101669697768243,-2.0617051099094663,0.004204118396776485,135.5654717947508,0.9157336869921945,-96.3747840701694
 1.2857857940400976,4.222384466403552,4.809031000273539,-4.686051398193992,3.7925646954825707,-3.0,0.0039502879882211085,134.99999999999994,0.8564717702021478,-95.94617995350673
 1.2916794293575733,4.2446099759145035,4.807211149212403,-4.681003665920708,3.7748837895301444,-2.9999999999998868,0.0036969569480805676,134.43452820524908,0.7978115586429962,-95.5048468062862
 1.2975993645138078,4.266830261293061,4.8053935698349,-4.676280673226648,3.757123984061441,-2.9999999999999627,0.0034440194110856603,133.86914570504976,0.7397318677474257,-95.05092224499866
 1.3035456921437494,4.28904426069362,4.8035782214431135,-4.671881985182713,3.7392850011716163,-3.0,0.003191367650205629,133.3039417798529,0.6822119656457141,-94.5845444076581
 1.3095185083314311,4.311250912270572,4.80176506333913,-4.667807258510874,3.7213665526085706,-3.000000000000074,0.0029388938039122685,132.73900568191033,0.6252315581835759,-94.10585196587746
 1.315517912714213,4.333449154178312,4.799954054825033,-4.664056241560454,3.703368339460225,-3.000000000000037,0.0026864907508017226,132.17442662118083,0.5687707750553406,-93.61498413675292
 1.3215440085912764,4.355637924571231,4.798145155202907,-4.660628774337899,3.6852900518290346,-3.0,0.0024340494314666517,131.61029375124298,0.5128101524538274,-93.11208069436643
 1.3275969030365893,4.377816161603723,4.7963383237748385,-4.6575247886146105,3.6671313684930964,-2.9999999999999267,0.002181463562853694,131.04669615521652,0.45733061775050016,-92.5972819809366
 1.33367670701655,4.399982803430183,4.79453351984291,-4.654744308104654,3.6488919565532143,-2.9999999999999636,0.0019286250637089205,130.48372283169527,0.4023134794825149,-92.070728917753
 1.3397835355125454,4.422136788205002,4.792730702709209,-4.652287448683826,3.630571471065229,-2.999999999999927,0.001675421355921041,129.92146268069328,0.34774040860216376,-91.53256301587311
 1.3459175076486654,4.444277054082573,4.790929831675817,-4.650154418706858,3.612169554656869,-2.9999999999999636,0.0014217476285252877,129.36000448960627,0.2935934309158758,-90.98292638654777
 1.3520787468248314,4.466402539217291,4.789130866044822,-4.648345519358434,3.593685837128371,-3.0,0.0011674897067493356,128.79943691919124,0.23985490861109082,-90.42196175153681
 1.3582673808556105,4.488512181763549,4.787333765118305,-4.646861145108554,3.5751199350360334,-3.000000000000036,0.000912539342748349,128.23984848956587,0.1865075369478375,-89.84981245323446
